id,source,pedon_id,order,horizon_number,horizon,horizon_type,depth2,depth1,depth,bulk_density,bd_method,cf,cf_method,cconc,cconc_method,ccontent,ccontent_1m
5718,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,1,Ls,Organic,9.0,6.0,3.0,0.11,1,0.0,1,25.58,2,844.0,844.0
5719,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,2,Fz,Organic,6.0,2.0,4.0,0.11,1,0.0,1,25.58,2,1126.0,1126.0
5720,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,3,Hzi,Organic,2.0,0.0,2.0,0.55,1,0.0,1,19.02,2,2092.0,2092.0
5721,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,4,IC,Mineral,0.0,-17.0,17.0,1.1,1,40.0,1,0.92,2,1032.0,1032.0
5722,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,5,IICgj,Mineral,-17.0,-38.0,21.0,1.1,1,40.0,1,0.92,2,1275.0,1275.0
5723,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,6,Hb,Mineral,-38.0,-61.0,23.0,0.55,1,0.0,1,19.02,2,24060.0,24060.0
5724,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,7,IIIC,Mineral,-61.0,-75.0,14.0,1.1,1,40.0,1,0.92,2,850.0,850.0
5725,"BEC (Meidinger and Pojar, 1991)",759,Regosolic,1,L,Organic,2.0,0.0,2.0,0.11,1,0.0,1,25.58,2,563.0,563.0
5726,"BEC (Meidinger and Pojar, 1991)",759,Regosolic,2,C,Mineral,0.0,-2.0,2.0,1.1,1,0.0,1,0.92,2,202.0,202.0
5727,"BEC (Meidinger and Pojar, 1991)",759,Regosolic,3,2Cgj,Mineral,-2.0,-20.0,18.0,1.1,1,30.0,1,0.92,2,1275.0,1275.0
5728,"BEC (Meidinger and Pojar, 1991)",759,Regosolic,4,Ob,Mineral,-20.0,-25.0,5.0,0.11,1,0.0,1,25.58,2,1407.0,1407.0
5729,"BEC (Meidinger and Pojar, 1991)",759,Regosolic,5,3Cgj,Mineral,-25.0,-60.0,35.0,1.1,1,30.0,1,0.92,2,2479.0,2479.0
5730,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,1,Ln,Organic,5.5,5.0,0.5,0.14,1,0.0,1,43.21,2,302.0,302.0
5731,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,2,Fm,Organic,5.0,0.0,5.0,0.14,1,0.0,1,43.21,2,3025.0,3025.0
5732,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,3,Ae,Mineral,0.0,-2.0,2.0,1.31,1,0.0,1,4.74,2,1242.0,1242.0
5733,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,4,Bf1,Mineral,-2.0,-15.0,13.0,1.38,1,10.0,1,1.7,2,2745.0,2745.0
5734,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,5,Bf2,Mineral,-15.0,-35.0,20.0,1.38,1,10.0,1,1.7,2,4223.0,4223.0
5735,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,6,BC,Mineral,-35.0,-50.0,15.0,1.38,1,15.0,1,0.54,2,950.0,950.0
5736,"BEC (Meidinger and Pojar, 1991)",761,Gleysolic,1,Ln,Organic,12.0,10.0,2.0,0.12,1,0.0,1,42.07,2,1010.0,1010.0
5737,"BEC (Meidinger and Pojar, 1991)",761,Gleysolic,2,Fm,Organic,10.0,7.0,3.0,0.12,1,0.0,1,42.07,2,1515.0,1515.0
5738,"BEC (Meidinger and Pojar, 1991)",761,Gleysolic,3,Hr,Organic,7.0,0.0,7.0,0.21,1,0.0,1,35.51,2,5220.0,5220.0
5739,"BEC (Meidinger and Pojar, 1991)",761,Gleysolic,4,Bg,Mineral,0.0,-32.0,32.0,1.56,1,22.0,1,1.38,2,5373.0,5373.0
5740,"BEC (Meidinger and Pojar, 1991)",761,Gleysolic,5,Bg,Mineral,-32.0,-49.0,17.0,1.56,1,22.0,1,1.38,2,2855.0,2855.0
5741,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,1,Ln,Organic,24.0,22.0,2.0,0.14,1,0.0,1,43.21,2,1210.0,1210.0
5742,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,2,Fm,Organic,22.0,17.0,5.0,0.14,1,0.0,1,43.21,2,3025.0,3025.0
5743,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,3,Hr,Organic,17.0,0.0,17.0,0.14,1,0.0,1,36.65,2,8723.0,8723.0
5744,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,4,Ae,Mineral,0.0,-15.0,15.0,1.31,1,5.0,1,4.74,2,8848.0,8848.0
5745,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,5,Bm,Mineral,-15.0,-24.0,9.0,1.19,1,13.0,1,1.7,2,1584.0,1584.0
5746,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,6,Bf,Mineral,-24.0,-60.0,36.0,1.38,1,5.0,1,1.7,2,8023.0,8023.0
5747,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,1,S,Organic,9.0,3.0,6.0,0.0,1,0.0,1,,2,,
5748,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,2,Fm,Organic,6.0,1.0,5.0,0.16,1,0.0,1,37.4,2,2992.0,2992.0
5749,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,3,FH,Organic,1.0,0.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
5750,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,4,Bfj,Mineral,0.0,-11.0,11.0,1.03,1,40.0,1,1.2,2,816.0,816.0
5751,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,5,Bm,Mineral,-11.0,-21.0,10.0,1.45,1,40.0,1,1.2,2,1044.0,1044.0
5752,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,6,BC,Mineral,-21.0,-40.0,19.0,1.45,1,40.0,1,0.38,2,628.0,628.0
5753,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,1,L,Organic,7.0,5.0,2.0,0.16,1,0.0,1,37.4,2,1197.0,1197.0
5754,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,2,Fz,Organic,5.0,2.0,3.0,0.16,1,0.0,1,37.4,2,1795.0,1795.0
5755,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,3,Hz,Organic,2.0,0.0,2.0,0.16,1,0.0,1,30.85,2,987.0,987.0
5756,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,4,Ah,Mineral,0.0,-5.0,5.0,1.07,1,0.0,1,3.36,2,1798.0,1798.0
5757,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,5,Bm1,Mineral,-5.0,-12.0,7.0,1.2,1,0.0,1,1.2,2,1008.0,1008.0
5758,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,6,Bm2,Mineral,-12.0,-32.0,20.0,1.2,1,0.0,1,1.2,2,2880.0,2880.0
5759,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,7,Ahb,Mineral,-32.0,-37.0,5.0,1.07,1,0.0,1,3.36,2,1798.0,1798.0
5760,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,8,Bmb1,Mineral,-37.0,-65.0,28.0,1.2,1,50.0,1,1.2,2,2016.0,2016.0
5761,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,9,Bmb2,Mineral,-65.0,-70.0,5.0,1.2,1,0.0,1,1.2,2,720.0,720.0
5762,"BEC (Meidinger and Pojar, 1991)",765,Brunisolic,1,L,Organic,19.0,17.0,2.0,0.16,1,0.0,1,37.4,2,1197.0,1197.0
5763,"BEC (Meidinger and Pojar, 1991)",765,Brunisolic,2,FHa,Organic,17.0,8.0,9.0,0.16,1,0.0,1,37.4,2,5386.0,5386.0
5764,"BEC (Meidinger and Pojar, 1991)",765,Brunisolic,3,Hh,Organic,8.0,0.0,8.0,0.16,1,0.0,1,30.85,2,3949.0,3949.0
5765,"BEC (Meidinger and Pojar, 1991)",765,Brunisolic,4,Ah,Mineral,0.0,-15.0,15.0,1.07,1,30.0,1,3.36,2,3775.0,3775.0
5766,"BEC (Meidinger and Pojar, 1991)",765,Brunisolic,5,Bm,Mineral,-15.0,-60.0,45.0,1.43,1,30.0,1,1.2,2,5405.0,5405.0
5767,"BEC (Meidinger and Pojar, 1991)",766,Brunisolic,1,Lv,Organic,3.0,2.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
5768,"BEC (Meidinger and Pojar, 1991)",766,Brunisolic,2,Fm,Organic,2.0,0.0,2.0,0.16,1,0.0,1,37.4,2,1197.0,1197.0
5769,"BEC (Meidinger and Pojar, 1991)",766,Brunisolic,3,Bm1,Mineral,0.0,-15.0,15.0,1.45,1,0.0,1,1.2,2,2610.0,2610.0
5770,"BEC (Meidinger and Pojar, 1991)",766,Brunisolic,4,Bm2,Mineral,-15.0,-37.0,22.0,1.45,1,0.0,1,1.2,2,3828.0,3828.0
5771,"BEC (Meidinger and Pojar, 1991)",766,Brunisolic,5,C,Mineral,-37.0,-51.0,14.0,1.38,1,30.0,1,0.39,2,527.0,527.0
5772,"BEC (Meidinger and Pojar, 1991)",767,Brunisolic,1,Lv,Organic,11.0,10.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
5773,"BEC (Meidinger and Pojar, 1991)",767,Brunisolic,2,Fm,Organic,10.0,6.0,4.0,0.16,1,0.0,1,37.4,2,2394.0,2394.0
5774,"BEC (Meidinger and Pojar, 1991)",767,Brunisolic,3,Hh,Organic,0.0,6.0,6.0,0.16,1,0.0,1,30.85,2,2962.0,2962.0
5775,"BEC (Meidinger and Pojar, 1991)",767,Brunisolic,4,Ah,Mineral,0.0,-1.0,1.0,1.07,1,0.0,1,3.36,2,360.0,360.0
5776,"BEC (Meidinger and Pojar, 1991)",767,Brunisolic,5,Bm1,Mineral,-1.0,-14.0,13.0,1.45,1,30.0,1,1.2,2,1583.0,1583.0
5777,"BEC (Meidinger and Pojar, 1991)",767,Brunisolic,6,Bm2,Mineral,-14.0,-34.0,20.0,1.45,1,40.0,1,1.2,2,2088.0,2088.0
5778,"BEC (Meidinger and Pojar, 1991)",767,Brunisolic,7,BC,Mineral,-34.0,-54.0,20.0,1.45,1,25.0,1,0.38,2,826.0,826.0
5779,"BEC (Meidinger and Pojar, 1991)",768,Regosolic,1,Ln,Organic,10.0,8.0,2.0,0.11,1,0.0,1,25.58,2,563.0,563.0
5780,"BEC (Meidinger and Pojar, 1991)",768,Regosolic,2,Fa,Organic,8.0,6.0,2.0,0.11,1,0.0,1,25.58,2,563.0,563.0
5781,"BEC (Meidinger and Pojar, 1991)",768,Regosolic,3,Hz,Organic,6.0,0.0,6.0,0.55,1,0.0,1,19.02,2,6277.0,6277.0
5782,"BEC (Meidinger and Pojar, 1991)",768,Regosolic,4,IAh,Mineral,0.0,-36.0,36.0,0.97,1,5.0,1,7.94,2,26340.0,26340.0
5783,"BEC (Meidinger and Pojar, 1991)",768,Regosolic,5,B,Mineral,-36.0,-47.0,11.0,1.1,1,5.0,1,2.84,2,3265.0,3265.0
5784,"BEC (Meidinger and Pojar, 1991)",768,Regosolic,6,IIC,Mineral,-47.0,-65.0,18.0,1.1,1,80.0,1,0.92,2,364.0,364.0
5785,"BEC (Meidinger and Pojar, 1991)",769,Regosolic,1,Ln,Organic,10.0,7.0,3.0,0.11,1,0.0,1,25.58,2,844.0,844.0
5786,"BEC (Meidinger and Pojar, 1991)",769,Regosolic,2,Fz,Organic,7.0,5.0,2.0,0.11,1,0.0,1,25.58,2,563.0,563.0
5787,"BEC (Meidinger and Pojar, 1991)",769,Regosolic,3,Hh,Organic,5.0,0.0,5.0,0.55,1,0.0,1,19.02,2,5230.0,5230.0
5788,"BEC (Meidinger and Pojar, 1991)",769,Regosolic,4,IC,Mineral,0.0,-5.0,5.0,1.1,1,0.0,1,0.92,2,506.0,506.0
5789,"BEC (Meidinger and Pojar, 1991)",769,Regosolic,5,IICgj,Mineral,-5.0,-30.0,25.0,1.1,1,0.0,1,0.92,2,2530.0,2530.0
5790,"BEC (Meidinger and Pojar, 1991)",769,Regosolic,6,Ahb,Mineral,-30.0,-33.0,3.0,0.97,1,0.0,1,7.94,2,2311.0,2311.0
5791,"BEC (Meidinger and Pojar, 1991)",769,Regosolic,7,IIICgj,Mineral,-33.0,-50.0,17.0,1.1,1,60.0,1,0.92,2,688.0,688.0
5792,"BEC (Meidinger and Pojar, 1991)",770,Brunisolic,1,Ln,Organic,8.0,7.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
5793,"BEC (Meidinger and Pojar, 1991)",770,Brunisolic,2,Fm,Organic,7.0,1.0,6.0,0.16,1,0.0,1,37.4,2,3590.0,3590.0
5794,"BEC (Meidinger and Pojar, 1991)",770,Brunisolic,3,Hh,Organic,1.0,0.0,1.0,0.16,1,0.0,1,30.85,2,494.0,494.0
5795,"BEC (Meidinger and Pojar, 1991)",770,Brunisolic,4,Bfj,Mineral,0.0,-25.0,25.0,1.03,1,20.0,1,1.2,2,2472.0,2472.0
5796,"BEC (Meidinger and Pojar, 1991)",770,Brunisolic,5,Bm,Mineral,-25.0,-49.0,24.0,1.45,1,40.0,1,1.2,2,2506.0,2506.0
5797,"BEC (Meidinger and Pojar, 1991)",770,Brunisolic,6,BC,Mineral,-49.0,-59.0,10.0,1.45,1,40.0,1,0.38,2,331.0,331.0
5798,"BEC (Meidinger and Pojar, 1991)",771,Podzolic,1,L,Organic,16.0,15.5,0.5,0.14,1,0.0,1,43.21,2,302.0,302.0
5799,"BEC (Meidinger and Pojar, 1991)",771,Podzolic,2,Fm,Organic,15.5,12.0,3.5,0.14,1,0.0,1,43.21,2,2117.0,2117.0
5800,"BEC (Meidinger and Pojar, 1991)",771,Podzolic,3,Hr,Organic,12.0,0.0,12.0,0.14,1,0.0,1,36.65,2,6157.0,6157.0
5801,"BEC (Meidinger and Pojar, 1991)",771,Podzolic,4,Ae,Mineral,0.0,-10.0,10.0,1.31,1,57.0,1,4.74,2,2670.0,2670.0
5802,"BEC (Meidinger and Pojar, 1991)",771,Podzolic,5,Ah,Mineral,-10.0,-12.0,2.0,1.31,1,0.0,1,4.74,2,1242.0,1242.0
5803,"BEC (Meidinger and Pojar, 1991)",771,Podzolic,6,Bf,Mineral,-12.0,-21.0,9.0,1.38,1,40.0,1,1.7,2,1267.0,1267.0
5804,"BEC (Meidinger and Pojar, 1991)",771,Podzolic,7,Am,Mineral,-21.0,-43.0,22.0,1.31,1,40.0,1,4.74,2,8196.0,8196.0
5805,"BEC (Meidinger and Pojar, 1991)",772,Podzolic,1,L,Organic,4.0,3.0,1.0,0.14,1,0.0,1,43.21,2,605.0,605.0
5806,"BEC (Meidinger and Pojar, 1991)",772,Podzolic,2,F,Organic,3.0,0.0,3.0,0.14,1,0.0,1,43.21,2,1815.0,1815.0
5807,"BEC (Meidinger and Pojar, 1991)",772,Podzolic,3,OH,Mineral,0.0,-60.0,60.0,0.14,1,0.0,1,36.65,2,30786.0,30786.0
5808,"BEC (Meidinger and Pojar, 1991)",773,Brunisolic,1,L,Organic,11.5,11.0,0.5,0.16,1,0.0,1,37.4,2,299.0,299.0
5809,"BEC (Meidinger and Pojar, 1991)",773,Brunisolic,2,Fm,Organic,11.0,2.0,9.0,0.16,1,0.0,1,37.4,2,5386.0,5386.0
5810,"BEC (Meidinger and Pojar, 1991)",773,Brunisolic,3,Hh,Organic,2.0,0.0,2.0,0.16,1,0.0,1,30.85,2,987.0,987.0
5811,"BEC (Meidinger and Pojar, 1991)",773,Brunisolic,4,Ae,Mineral,0.0,-0.5,0.5,1.24,1,6.0,1,3.36,2,196.0,196.0
5812,"BEC (Meidinger and Pojar, 1991)",773,Brunisolic,5,Ah,Mineral,-0.5,-4.0,3.5,1.07,1,6.0,1,3.36,2,1183.0,1183.0
5813,"BEC (Meidinger and Pojar, 1991)",773,Brunisolic,6,Bf,Mineral,-4.0,-10.0,6.0,1.03,1,6.0,1,1.2,2,697.0,697.0
5814,"BEC (Meidinger and Pojar, 1991)",773,Brunisolic,7,Btj,Mineral,-10.0,-54.0,44.0,1.45,1,20.0,1,1.2,2,6125.0,6125.0
5815,"BEC (Meidinger and Pojar, 1991)",774,Brunisolic,1,Ln,Organic,3.5,3.0,0.5,0.16,1,0.0,1,37.4,2,299.0,299.0
5816,"BEC (Meidinger and Pojar, 1991)",774,Brunisolic,2,Fm,Organic,3.0,0.0,3.0,0.16,1,0.0,1,37.4,2,1795.0,1795.0
5817,"BEC (Meidinger and Pojar, 1991)",774,Brunisolic,3,Ae,Mineral,0.0,-2.0,2.0,1.24,1,30.0,1,3.36,2,583.0,583.0
5818,"BEC (Meidinger and Pojar, 1991)",774,Brunisolic,4,B,Mineral,-2.0,-22.0,20.0,1.45,1,30.0,1,1.2,2,2436.0,2436.0
5819,"BEC (Meidinger and Pojar, 1991)",774,Brunisolic,5,Bm,Mineral,-22.0,-35.0,13.0,1.45,1,20.0,1,1.2,2,1810.0,1810.0
5820,"BEC (Meidinger and Pojar, 1991)",774,Brunisolic,6,C,Mineral,-35.0,-50.0,15.0,1.38,1,20.0,1,0.39,2,646.0,646.0
5821,"BEC (Meidinger and Pojar, 1991)",775,Organic,1,Fm,Organic,4.0,0.0,4.0,0.08,1,0.0,1,51.68,2,1654.0,1654.0
5822,"BEC (Meidinger and Pojar, 1991)",775,Organic,2,Of,Mineral,0.0,-16.0,16.0,0.08,1,0.0,1,51.68,2,6615.0,6615.0
5823,"BEC (Meidinger and Pojar, 1991)",775,Organic,3,Oh,Mineral,-16.0,-30.0,14.0,0.15,1,0.0,1,33.88,2,7115.0,7115.0
5824,"BEC (Meidinger and Pojar, 1991)",775,Organic,4,Cg,Mineral,-34.0,-37.0,3.0,1.74,1,10.0,1,1.18,2,554.0,554.0
5825,"BEC (Meidinger and Pojar, 1991)",775,Organic,5,Oh,Mineral,-37.0,-60.0,23.0,0.15,1,0.0,1,33.88,2,11689.0,11689.0
5826,"BEC (Meidinger and Pojar, 1991)",776,Podzolic,1,L,Organic,11.0,10.0,1.0,0.14,1,0.0,1,43.21,2,605.0,605.0
5827,"BEC (Meidinger and Pojar, 1991)",776,Podzolic,2,Fm,Organic,10.0,7.0,3.0,0.14,1,0.0,1,43.21,2,1815.0,1815.0
5828,"BEC (Meidinger and Pojar, 1991)",776,Podzolic,3,Fq,Organic,7.0,3.0,4.0,0.14,1,0.0,1,43.21,2,2420.0,2420.0
5829,"BEC (Meidinger and Pojar, 1991)",776,Podzolic,4,Hh,Organic,3.0,0.0,3.0,0.14,1,0.0,1,36.65,2,1539.0,1539.0
5830,"BEC (Meidinger and Pojar, 1991)",776,Podzolic,5,Bf,Mineral,0.0,-15.0,15.0,1.38,1,30.0,1,1.7,2,2463.0,2463.0
5831,"BEC (Meidinger and Pojar, 1991)",776,Podzolic,6,Bm,Mineral,-15.0,-38.0,23.0,1.19,1,30.0,1,1.7,2,3257.0,3257.0
5832,"BEC (Meidinger and Pojar, 1991)",776,Podzolic,7,BC,Mineral,-38.0,-45.0,7.0,1.38,1,35.0,1,0.54,2,339.0,339.0
5833,"BEC (Meidinger and Pojar, 1991)",777,Brunisolic,1,L,Organic,5.0,4.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
5834,"BEC (Meidinger and Pojar, 1991)",777,Brunisolic,2,Fa,Organic,4.0,3.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
5835,"BEC (Meidinger and Pojar, 1991)",777,Brunisolic,3,Hh,Organic,3.0,0.0,3.0,0.16,1,0.0,1,30.85,2,1481.0,1481.0
5836,"BEC (Meidinger and Pojar, 1991)",777,Brunisolic,4,Bm1,Mineral,0.0,-10.0,10.0,1.45,1,0.0,1,1.2,2,1740.0,1740.0
5837,"BEC (Meidinger and Pojar, 1991)",777,Brunisolic,5,Bm2,Mineral,-10.0,-18.0,8.0,1.45,1,0.0,1,1.2,2,1392.0,1392.0
5838,"BEC (Meidinger and Pojar, 1991)",777,Brunisolic,6,Bmgj,Mineral,-18.0,-44.0,26.0,1.45,1,0.0,1,1.2,2,4524.0,4524.0
5839,"BEC (Meidinger and Pojar, 1991)",777,Brunisolic,7,BC,Mineral,-44.0,-70.0,26.0,1.45,1,30.0,1,0.38,2,1003.0,1003.0
5840,"BEC (Meidinger and Pojar, 1991)",777,Brunisolic,8,C,Mineral,-70.0,-76.0,6.0,1.38,1,5.0,1,0.39,2,307.0,307.0
5841,"BEC (Meidinger and Pojar, 1991)",778,Podzolic,1,L,Organic,11.0,9.0,2.0,0.14,1,0.0,1,43.21,2,1210.0,1210.0
5842,"BEC (Meidinger and Pojar, 1991)",778,Podzolic,2,Fm,Organic,9.0,6.0,3.0,0.14,1,0.0,1,43.21,2,1815.0,1815.0
5843,"BEC (Meidinger and Pojar, 1991)",778,Podzolic,3,Hr,Organic,6.0,0.0,6.0,0.14,1,0.0,1,36.65,2,3079.0,3079.0
5844,"BEC (Meidinger and Pojar, 1991)",778,Podzolic,4,Ae,Mineral,0.0,-5.0,5.0,1.31,1,35.0,1,4.74,2,2018.0,2018.0
5845,"BEC (Meidinger and Pojar, 1991)",778,Podzolic,5,Bf,Mineral,-5.0,-30.0,25.0,1.38,1,70.0,1,1.7,2,1759.0,1759.0
5846,"BEC (Meidinger and Pojar, 1991)",778,Podzolic,6,BC,Mineral,-30.0,-55.0,25.0,1.38,1,75.0,1,0.54,2,466.0,466.0
5847,"BEC (Meidinger and Pojar, 1991)",779,Podzolic,1,L,Organic,10.0,9.0,1.0,0.14,1,0.0,1,43.21,2,605.0,605.0
5848,"BEC (Meidinger and Pojar, 1991)",779,Podzolic,2,Fm,Organic,9.0,3.0,6.0,0.14,1,0.0,1,43.21,2,3630.0,3630.0
5849,"BEC (Meidinger and Pojar, 1991)",779,Podzolic,3,Hr,Organic,3.0,0.0,3.0,0.14,1,0.0,1,36.65,2,1539.0,1539.0
5850,"BEC (Meidinger and Pojar, 1991)",779,Podzolic,4,Ae,Mineral,0.0,-10.0,10.0,1.31,1,70.0,1,4.74,2,1863.0,1863.0
5851,"BEC (Meidinger and Pojar, 1991)",779,Podzolic,5,Bf,Mineral,-10.0,-60.0,50.0,1.38,1,80.0,1,1.7,2,2346.0,2346.0
5852,"BEC (Meidinger and Pojar, 1991)",780,Podzolic,1,L,Organic,5.0,4.0,1.0,0.14,1,0.0,1,43.21,2,605.0,605.0
5853,"BEC (Meidinger and Pojar, 1991)",780,Podzolic,2,Fm,Organic,4.0,1.0,3.0,0.14,1,0.0,1,43.21,2,1815.0,1815.0
5854,"BEC (Meidinger and Pojar, 1991)",780,Podzolic,3,H,Organic,1.0,0.0,1.0,0.14,1,0.0,1,36.65,2,513.0,513.0
5855,"BEC (Meidinger and Pojar, 1991)",780,Podzolic,4,Ae,Mineral,0.0,-1.0,1.0,1.31,1,0.0,1,4.74,2,621.0,621.0
5856,"BEC (Meidinger and Pojar, 1991)",780,Podzolic,5,Bf,Mineral,-1.0,-26.0,25.0,1.38,1,60.0,1,1.7,2,2346.0,2346.0
5857,"BEC (Meidinger and Pojar, 1991)",780,Podzolic,6,C,Mineral,-26.0,-46.0,20.0,1.63,1,75.0,1,0.55,2,448.0,448.0
5858,"BEC (Meidinger and Pojar, 1991)",781,Brunisolic,1,LS,Organic,1.0,0.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
5859,"BEC (Meidinger and Pojar, 1991)",781,Brunisolic,2,Ahc,Mineral,0.0,-5.0,5.0,1.07,1,20.0,1,3.36,2,1438.0,1438.0
5860,"BEC (Meidinger and Pojar, 1991)",781,Brunisolic,3,Ah,Mineral,-5.0,-14.0,9.0,1.07,1,30.0,1,3.36,2,2265.0,2265.0
5861,"BEC (Meidinger and Pojar, 1991)",781,Brunisolic,4,Bm,Mineral,-14.0,-20.0,6.0,1.62,1,0.0,1,1.2,2,1166.0,1166.0
5862,"BEC (Meidinger and Pojar, 1991)",781,Brunisolic,5,R,Mineral,-20.0,-20.0,0.0,0.0,1,0.0,1,,2,,
5863,"BEC (Meidinger and Pojar, 1991)",781,Brunisolic,6,,Organic,0.0,0.0,0.0,0.0,1,0.0,1,,2,,
5864,"BEC (Meidinger and Pojar, 1991)",782,Podzolic,1,L,Organic,8.0,7.0,1.0,0.11,1,0.0,1,45.06,2,496.0,496.0
5865,"BEC (Meidinger and Pojar, 1991)",782,Podzolic,2,Fm,Organic,7.0,4.0,3.0,0.11,1,0.0,1,45.06,2,1487.0,1487.0
5866,"BEC (Meidinger and Pojar, 1991)",782,Podzolic,3,Hh,Organic,4.0,0.0,4.0,0.11,1,0.0,1,38.51,2,1694.0,1694.0
5867,"BEC (Meidinger and Pojar, 1991)",782,Podzolic,4,Ah,Mineral,0.0,-3.0,3.0,0.93,1,30.0,1,10.95,2,2139.0,2139.0
5868,"BEC (Meidinger and Pojar, 1991)",782,Podzolic,5,Bhf,Mineral,-3.0,-16.0,13.0,0.86,1,0.0,1,3.92,2,4383.0,4383.0
5869,"BEC (Meidinger and Pojar, 1991)",782,Podzolic,6,R,Mineral,0.0,0.0,0.0,0.0,1,0.0,1,,2,,
5870,"BEC (Meidinger and Pojar, 1991)",783,Podzolic,1,L,Organic,5.0,4.0,1.0,0.14,1,0.0,1,43.21,2,605.0,605.0
5871,"BEC (Meidinger and Pojar, 1991)",783,Podzolic,2,Fm,Organic,4.0,1.0,3.0,0.14,1,0.0,1,43.21,2,1815.0,1815.0
5872,"BEC (Meidinger and Pojar, 1991)",783,Podzolic,3,H,Organic,1.0,0.0,1.0,0.14,1,0.0,1,36.65,2,513.0,513.0
5873,"BEC (Meidinger and Pojar, 1991)",783,Podzolic,4,Ae,Mineral,0.0,-5.0,5.0,1.31,1,30.0,1,4.74,2,2173.0,2173.0
5874,"BEC (Meidinger and Pojar, 1991)",783,Podzolic,5,Bf,Mineral,-5.0,-22.0,17.0,1.38,1,35.0,1,1.7,2,2592.0,2592.0
5875,"BEC (Meidinger and Pojar, 1991)",783,Podzolic,6,BC,Mineral,-22.0,-58.0,36.0,1.38,1,40.0,1,0.54,2,1610.0,1610.0
5876,"BEC (Meidinger and Pojar, 1991)",784,Podzolic,1,L,Organic,9.0,8.0,1.0,0.11,1,0.0,1,,2,,
5877,"BEC (Meidinger and Pojar, 1991)",784,Podzolic,2,Fm,Organic,8.0,3.0,5.0,0.11,1,0.0,1,,2,,
5878,"BEC (Meidinger and Pojar, 1991)",784,Podzolic,3,Hh,Organic,3.0,0.0,3.0,0.11,1,0.0,1,,2,,
5879,"BEC (Meidinger and Pojar, 1991)",784,Podzolic,4,Ae,Mineral,0.0,-8.0,8.0,0.93,1,0.0,1,,2,,
5880,"BEC (Meidinger and Pojar, 1991)",784,Podzolic,5,Ahe,Mineral,-8.0,-18.0,10.0,0.93,1,0.0,1,,2,,
5881,"BEC (Meidinger and Pojar, 1991)",784,Podzolic,6,Bh,Mineral,-18.0,-28.0,10.0,0.86,1,0.0,1,,2,,
5882,"BEC (Meidinger and Pojar, 1991)",784,Podzolic,7,R,Mineral,-28.0,-28.0,0.0,0.0,1,0.0,1,,2,,
5883,"BEC (Meidinger and Pojar, 1991)",785,Podzolic,1,Lv,Organic,7.0,5.5,1.5,0.11,1,0.0,1,45.06,2,743.0,743.0
5884,"BEC (Meidinger and Pojar, 1991)",785,Podzolic,2,Hh,Organic,5.5,3.0,2.5,0.11,1,0.0,1,38.51,2,1059.0,1059.0
5885,"BEC (Meidinger and Pojar, 1991)",785,Podzolic,3,Fm,Organic,3.0,0.0,3.0,0.11,1,0.0,1,45.06,2,1487.0,1487.0
5886,"BEC (Meidinger and Pojar, 1991)",785,Podzolic,4,Ae,Mineral,0.0,-5.0,5.0,0.93,1,0.0,1,10.95,2,5092.0,5092.0
