Row,SOURCE,BEC Number,ID,GGROUP_EXP,ORDER_ONLY,LAT,LON,LATLON_Q,Elevation,Slope,Aspect,Horizon,UpperDepth,LowerDepth,DEPTH,Texture,HorizonType,MIN_D,FF_D,Zone,SurficialMaterialSurf,MINERAL_D,FF_D,TOTAL_D,BULK.DENSITY,CF,NEW.CCONC,CCONTENT,TOTAL_C,CCONTENT_1M,TOTAL_C_1M,next,,,,,
155,SEE BEC FILE,711,33,HFP,Podzolic,49.70715714,121.4133301,HIGH,NA,NA,NA,Ah,0,-18,18,SL,2,18,0,IDF,F,80,0,80,1.31,0,4.74,11177,19933,11177,19933,1,,,,,
156,,711,33,HFP,Podzolic,,,,,,,Bf,-18,-45,27,S,2,27,0,IDF,F,,,,1.38,0,1.7,6334,,6334,,,,,,,
157,,711,33,HFP,Podzolic,,,,,,,BC,-45,-75,30,S,2,30,0,IDF,F,,,,1.38,0,0.54,2236,,2236,,,,,,,
158,,711,33,HFP,Podzolic,,,,,,,BC,-75,-80,5,S,2,5,0,IDF,F,,,,1.38,50,0.54,186,,186,,,,,,,
159,,661,33,HFP,Podzolic,,,,,,,L,0,0,0,NA,1,0,0,,,,,,0.14,0,43.21,0,,0,,,,,,,
160,,661,33,HFP,Podzolic,,,,,,,F,0,0,0,NA,1,0,0,,,,,,0.14,0,43.21,0,,0,,,,,,,
161,,661,33,HFP,Podzolic,,,,,,,H,0,0,0,NA,1,0,0,,,,,,0.14,0,36.65,0,,0,,,,,,,
162,SEE BEC FILE,755,34,DYB,Brunisolic,49.70743942,121.4133987,HIGH,NA,NA,NA,L,1.5,1,0.5,NA,1,0,0.5,,,70,1.5,71.5,0.16,0,37.4,299,13271,299,13271,1,,,,,
163,,755,34,DYB,Brunisolic,,,,,,,Fa,1,0.5,0.5,NA,1,0,0.5,,,,,,0.16,0,37.4,299,,299,,,,,,,
164,,755,34,DYB,Brunisolic,,,,,,,H,0.5,0,0.5,NA,1,0,0.5,,,,,,0.16,0,30.85,247,,247,,,,,,,
165,,814,34,DYB,Brunisolic,,,,,,,Ah,0,-2,2,S,2,2,0,CWH,F,,,,1.07,1,3.36,712,,712,,,,,,,
166,,814,34,DYB,Brunisolic,,,,,,,Bm,-2,-70,68,S,2,68,0,CWH,F,,,,1.45,1,1.2,11714,,11714,,,,,,,
167,SEE BEC FILE,450,35,HFP,Podzolic,49.46500015,121.6846085,HIGH,NA,NA,NA,Lv,5,4,1,NA,1,0,1,,,49,5,54,0.14,0,43.21,605,10959,605,10959,1,,,,,
168,,450,35,HFP,Podzolic,,,,,,,Fa,4,2,2,NA,1,0,2,,,,,,0.14,0,43.21,1210,,1210,,,,,,,
169,,450,35,HFP,Podzolic,,,,,,,H,2,0,2,NA,1,0,2,,,,,,0.14,0,36.65,1026,,1026,,,,,,,
170,,498,35,HFP,Podzolic,,,,,,,Ae,0,-5,5,SIL,2,5,0,MH,M,,,,1.31,35,4.74,2018,,2018,,,,,,,
171,,498,35,HFP,Podzolic,,,,,,,Bf1,-5,-47,42,L,2,42,0,MH,M,,,,1.38,40,1.7,5912,,5912,,,,,,,
172,,498,35,HFP,Podzolic,,,,,,,Bf2,-47,-49,2,L,2,2,0,MH,M,,,,1.38,60,1.7,188,,188,,,,,,,
173,SEE BEC FILE,448,36,HFP,Podzolic,49.46549988,121.6853638,HIGH,NA,NA,NA,Lv,14,11,3,NA,1,0,3,,,43,14,57,0.14,0,43.21,1815,17927,1815,17927,1,,,,,
174,,448,36,HFP,Podzolic,,,,,,,Fa,11,3,8,NA,1,0,8,,,,,,0.14,0,43.21,4840,,4840,,,,,,,
175,,448,36,HFP,Podzolic,,,,,,,Hr,3,0,3,NA,1,0,3,,,,,,0.14,0,36.65,1539,,1539,,,,,,,
176,,496,36,HFP,Podzolic,,,,,,,Ae,0,-4,4,SIL,2,4,0,MH,M,,,,1.31,8,4.74,2285,,2285,,,,,,,
177,,496,36,HFP,Podzolic,,,,,,,Bf1,-4,-39,35,L,2,35,0,MH,M,,,,1.38,15,1.7,6979,,6979,,,,,,,
178,,496,36,HFP,Podzolic,,,,,,,Bf2,-39,-43,4,L,2,4,0,MH,M,,,,1.38,50,1.7,469,,469,,,,,,,
179,SEE BEC FILE,643,37,SB,Brunisolic,49.92451096,121.2366028,HIGH,NA,NA,NA,L,4,1,3,NA,1,0,3,,,52,4,56,0.16,0,37.4,1795,14622,1795,14622,1,,,,,
180,,643,37,SB,Brunisolic,,,,,,,F,1,0,1,NA,1,0,1,,,,,,0.16,0,37.4,598,,598,,,,,,,
181,,693,37,SB,Brunisolic,,,,,,,Ah1,0,-20,20,L,2,20,0,MS,F,,,,1.07,0,3.36,7190,,7190,,,,,,,
182,,693,37,SB,Brunisolic,,,,,,,Ah2,-20,-45,25,L,2,25,0,MS,F,,,,1.07,50,3.36,4494,,4494,,,,,,,
183,,693,37,SB,Brunisolic,,,,,,,Bgj,-45,-52,7,SL,2,7,0,MS,F,,,,1.62,60,1.2,544,,544,,,,,,,
184,SEE BEC FILE,644,38,SB,Brunisolic,49.92483902,121.2370987,HIGH,NA,NA,NA,L,8,6,2,NA,1,0,2,,,52,8,60,0.16,0,37.4,1197,16401,1197,16401,1,,,,,
185,,644,38,SB,Brunisolic,,,,,,,F,6,1,5,NA,1,0,5,,,,,,0.16,0,37.4,2992,,2992,,,,,,,
186,,644,38,SB,Brunisolic,,,,,,,H,1,0,1,NA,1,0,1,,,,,,0.16,0,30.85,494,,494,,,,,,,
187,,694,38,SB,Brunisolic,,,,,,,Ah1,0,-15,15,L,2,15,0,MS,F,,,,1.07,0,3.36,5393,,5393,,,,,,,
188,,694,38,SB,Brunisolic,,,,,,,Ah2,-15,-40,25,SL,2,25,0,MS,F,,,,1.07,40,3.36,5393,,5393,,,,,,,
189,,694,38,SB,Brunisolic,,,,,,,Bgj,-40,-52,12,SL,2,12,0,MS,F,,,,1.62,60,1.2,933,,933,,,,,,,
190,SEE BEC FILE,684,39,HFP,Podzolic,49.92645264,121.2711105,HIGH,NA,NA,NA,L,3,5,2,NA,1,0,2,,,52,5,57,0.14,0,43.21,1210,9419,1210,9419,1,,,,,
191,,684,39,HFP,Podzolic,,,,,,,F,1,3,2,NA,1,0,2,,,,,,0.14,0,43.21,1210,,1210,,,,,,,
192,,684,39,HFP,Podzolic,,,,,,,H,0,1,1,NA,1,0,1,,,,,,0.14,0,36.65,513,,513,,,,,,,
193,,734,39,HFP,Podzolic,,,,,,,Ae,0,-2,2,SL,2,2,0,ESSF,M,,,,1.31,50,4.74,621,,621,,,,,,,
194,,734,39,HFP,Podzolic,,,,,,,Bf,-2,-44,42,SL,2,42,0,ESSF,M,,,,1.38,50,1.7,4927,,4927,,,,,,,
195,,734,39,HFP,Podzolic,,,,,,,Bfj,-44,-52,8,SL,2,8,0,ESSF,M,,,,1.38,50,1.7,938,,938,,,,,,,
196,SEE BEC FILE,642,40,DYB,Brunisolic,49.93819046,121.2623978,HIGH,NA,NA,NA,L,1,0,1,NA,1,0,1,,,7,1,8,0.16,0,37.4,598,1336,598,1336,1,,,,,
197,,692,40,DYB,Brunisolic,,,,,,,Ah,0,-1,1,SL,2,1,0,ESSF,C,,,,1.07,40,3.36,216,,216,,,,,,,
198,,692,40,DYB,Brunisolic,,,,,,,Bm,-1,-7,6,SL,2,6,0,ESSF,C,,,,1.45,50,1.2,522,,522,,,,,,,
199,,692,40,DYB,Brunisolic,,,,,,,R,-7,-7,0,,2,0,0,ESSF,C,,,,0,0,,0,,0,,,,,,,
200,SEE BEC FILE,641,41,DYB,Brunisolic,49.93817902,121.2624969,HIGH,NA,NA,NA,FH,2,0,2,NA,1,0,2,,,25,2,27,0.16,0,37.4,1197,3703,1197,3703,1,,,,,
201,,691,41,DYB,Brunisolic,,,,,,,Aej,0,-3,3,SL,2,3,0,ESSF,C,,,,1.24,30,3.36,875,,875,,,,,,,
202,,691,41,DYB,Brunisolic,,,,,,,Bfj,-3,-25,22,SL,2,22,0,ESSF,C,,,,1.03,40,1.2,1632,,1632,,,,,,,
203,,691,41,DYB,Brunisolic,,,,,,,R,-25,-25,0,,2,0,0,ESSF,C,,,,0,0,,0,,0,,,,,,,
204,,641,41,DYB,Brunisolic,,,,,,,L,NA,NA,0,NA,1,0,0,,,,,,0.16,0,37.4,0,,0,,,,,,,
205,SEE BEC FILE,640,42,HFP,Podzolic,49.93854904,121.2626038,HIGH,NA,NA,NA,LF,4,3,1,NA,1,0,1,,,53,4,57,0.14,0,43.21,605,11497,605,11497,1,,,,,
206,,640,42,HFP,Podzolic,,,,,,,H,3,0,3,NA,1,0,3,,,,,,0.14,0,36.65,1539,,1539,,,,,,,
207,,690,42,HFP,Podzolic,,,,,,,Ae,0,-9,9,SL,2,9,0,ESSF,M,,,,1.31,25,4.74,4191,,4191,,,,,,,
208,,690,42,HFP,Podzolic,,,,,,,Bf,-9,-53,44,CSL,2,44,0,ESSF,M,,,,1.38,50,1.7,5161,,5161,,,,,,,
209,,690,42,HFP,Podzolic,,,,,,,R,-53,-53,0,,2,0,0,ESSF,M,,,,0,0,,0,,0,,,,,,,
210,SEE BEC FILE,683,43,HFP,Podzolic,49.93950653,121.2694168,HIGH,NA,NA,NA,L,5,7,2,NA,1,0,2,,,51,7,58,0.14,0,43.21,1210,6868,1210,6868,1,,,,,
211,,683,43,HFP,Podzolic,,,,,,,F,2,5,3,NA,1,0,3,,,,,,0.14,0,43.21,1815,,1815,,,,,,,
212,,683,43,HFP,Podzolic,,,,,,,H,0,2,2,NA,1,0,2,,,,,,0.14,0,36.65,1026,,1026,,,,,,,
213,,733,43,HFP,Podzolic,,,,,,,Ae,0,-4,4,SL,2,4,0,ESSF,M,,,,1.31,75,4.74,621,,621,,,,,,,
214,,733,43,HFP,Podzolic,,,,,,,Bf,-4,-37,33,SL,2,33,0,ESSF,M,,,,1.38,75,1.7,1935,,1935,,,,,,,
215,,733,43,HFP,Podzolic,,,,,,,BC,-37,-51,14,LS,2,14,0,ESSF,M,,,,1.38,75,0.54,261,,261,,,,,,,
216,SEE BEC FILE,652,44,SB,Brunisolic,49.84373856,121.4063034,HIGH,NA,NA,NA,LF,2,0,2,NA,1,0,2,,,70,2,72,0.16,0,37.4,1197,3637,1197,3637,1,,,,,
217,,702,44,SB,Brunisolic,,,,,,,Ah,0,-22,22,SL,2,22,0,IDF,C,,,,1.07,85,3.36,1186,,1186,,,,,,,
218,,702,44,SB,Brunisolic,,,,,,,Bm1,-22,-55,33,SL,2,33,0,IDF,C,,,,1.62,85,1.2,962,,962,,,,,,,
219,,702,44,SB,Brunisolic,,,,,,,Bm2,-55,-70,15,SL,2,15,0,IDF,C,,,,1.62,90,1.2,292,,292,,,,,,,
220,SEE BEC FILE,727,45,DYB,Brunisolic,49.84740067,121.4032974,HIGH,NA,NA,NA,Bfj,0,-26,26,SL,2,26,0,IDF,M,53,0,53,1.03,20,1.2,2571,6094,2571,6094,1,,,,,
221,,727,45,DYB,Brunisolic,,,,,,,Bm,-26,-53,27,SL,2,27,0,IDF,M,,,,1.45,25,1.2,3524,,3524,,,,,,,
222,,727,45,DYB,Brunisolic,,,,,,,BC,-53,-53,0,SL,2,0,0,IDF,M,,,,1.45,25,0.38,0,,0,,,,,,,
223,,677,45,DYB,Brunisolic,,,,,,,L,0,0,0,NA,1,0,0,,,,,,0.16,0,37.4,0,,0,,,,,,,
224,,677,45,DYB,Brunisolic,,,,,,,H,0,0,0,NA,1,0,0,,,,,,0.16,0,30.85,0,,0,,,,,,,
225,,677,45,DYB,Brunisolic,,,,,,,F,0,0,0,NA,1,0,0,,,,,,0.16,0,37.4,0,,0,,,,,,,
226,SEE BEC FILE,754,46,DYB,Brunisolic,49.50302887,121.7651978,HIGH,NA,NA,NA,L,2,1.5,0.5,NA,1,0,0.5,,,40,2,42,0.16,0,37.4,299,2536,299,2536,1,,,,,
227,,754,46,DYB,Brunisolic,,,,,,,Fa,1.5,0.5,1,NA,1,0,1,,,,,,0.16,0,37.4,598,,598,,,,,,,
228,,754,46,DYB,Brunisolic,,,,,,,H,0.5,0,0.5,NA,1,0,0.5,,,,,,0.16,0,30.85,247,,247,,,,,,,
229,,813,46,DYB,Brunisolic,,,,,,,Bm,0,-40,40,L,2,40,0,CWH,C,,,,1.45,80,1.2,1392,,1392,,,,,,,
230,SEE BEC FILE,703,47,DYB,Brunisolic,49.84514999,121.4253006,HIGH,NA,NA,NA,Ahe,0,-3,3,SL,2,3,0,IDF,C,63,0,63,1.07,45,3.36,593,3850,593,3850,1,,,,,
231,,703,47,DYB,Brunisolic,,,,,,,Bm,-3,-27,24,SL,2,24,0,IDF,C,,,,1.45,60,1.2,1670,,1670,,,,,,,
232,,703,47,DYB,Brunisolic,,,,,,,BC,-27,-63,36,SL,2,36,0,IDF,C,,,,1.45,20,0.38,1587,,1587,,,,,,,
233,,703,47,DYB,Brunisolic,,,,,,,R,-63,-63,0,,2,0,0,IDF,C,,,,0,0,,0,,0,,,,,,,
234,,653,47,DYB,Brunisolic,,,,,,,LFH,0,0,0,NA,1,0,0,,,,,,0.16,0,37.4,0,,0,,,,,,,
235,,704,48,R,Regosolic,49.84487915,121.4256973,,,,,Bm,-3,0,3,LS,2,3,0,IDF,R,,,,1.1,75,2.84,234,,234,,1,,,,,
236,,654,48,R,Regosolic,,,,,,,LFH,2,0,2,NA,1,0,2,,,,,,0.11,0,25.58,563,,563,,,,,,,
237,SEE BEC FILE,263,49,HFP,Podzolic,49.33890152,121.9369812,HIGH,NA,NA,NA,Lv,10,8,2,NA,1,0,2,,,46,10,56,0.14,0,43.21,1210,13258,1210,13258,1,,,,,
238,,263,49,HFP,Podzolic,,,,,,,Fa,8,3,5,NA,1,0,5,,,,,,0.14,0,43.21,3025,,3025,,,,,,,
239,,263,49,HFP,Podzolic,,,,,,,Hr,3,0,3,NA,1,0,3,,,,,,0.14,0,36.65,1539,,1539,,,,,,,
240,,291,49,HFP,Podzolic,,,,,,,Ae,0,-10,10,SL,2,10,0,CWH,M,,,,1.31,25,4.74,4657,,4657,,,,,,,
241,,291,49,HFP,Podzolic,,,,,,,Bf,-10,-21,11,SL,2,11,0,CWH,M,,,,1.38,65,1.7,903,,903,,,,,,,
242,,291,49,HFP,Podzolic,,,,,,,Bf,-21,-40,19,SL,2,19,0,CWH,M,,,,1.38,65,1.7,1560,,1560,,,,,,,
243,,291,49,HFP,Podzolic,,,,,,,Bm,-34,-40,6,SL,2,6,0,CWH,M,,,,1.19,70,1.7,364,,364,,,,,,,
244,SEE BEC FILE,678,50,R,Regosolic,49.84184647,121.434906,HIGH,NA,NA,NA,L,2,0,2,NA,1,0,2,,,75,2,77,0.11,0,25.58,563,8998,563,8998,1,,,,,
245,,728,50,R,Regosolic,,,,,,,Bm,0,-4,4,SI,2,4,0,IDF,F,,,,1.1,0,2.84,1250,,1250,,,,,,,
246,,728,50,R,Regosolic,,,,,,,C,-4,-75,71,SI,2,71,0,IDF,F,,,,1.1,0,0.92,7185,,7185,,,,,,,
247,,728,51,R,Regosolic,49.84184647,121.434906,,,,,Ah,0,0,0,SI,2,0,0,IDF,F,,,,0.97,0,7.94,0,,0,,1,,,,,
248,SEE BEC FILE,303,52,HFP,Podzolic,49.93863297,121.391983,HIGH,NA,NA,NA,L,3,2,1,NA,1,0,1,,,62,3,65,0.14,0,43.21,605,11418,605,11418,1,,,,,
249,,303,52,HFP,Podzolic,,,,,,,Fm,2,0,2,NA,1,0,2,,,,,,0.14,0,43.21,1210,,1210,,,,,,,
250,,303,52,HFP,Podzolic,,,,,,,H,0,0,0,NA,1,0,0,,,,,,0.14,0,36.65,0,,0,,,,,,,
251,,332,52,HFP,Podzolic,,,,,,,Ae,0,-10,10,SL,2,10,0,CWH,C,,,,1.31,50,4.74,3105,,3105,,,,,,,
252,,332,52,HFP,Podzolic,,,,,,,Bf1,-10,-28,18,SL,2,18,0,CWH,C,,,,1.38,50,1.7,2111,,2111,,,,,,,
253,,332,52,HFP,Podzolic,,,,,,,Bf2,-28,-62,34,LS,2,34,0,CWH,C,,,,1.38,45,1.7,4387,,4387,,,,,,,
254,SEE BEC FILE,316,53,HFP,Podzolic,49.79899979,121.5388336,HIGH,NA,NA,NA,L,10,9,1,NA,1,0,1,,,43,10,53,0.14,0,43.21,605,15028,605,15028,1,,,,,
255,,316,53,HFP,Podzolic,,,,,,,Fm,9,3,6,NA,1,0,6,,,,,,0.14,0,43.21,3630,,3630,,,,,,,
256,,316,53,HFP,Podzolic,,,,,,,H,3,0,3,NA,1,0,3,,,,,,0.14,0,36.65,1539,,1539,,,,,,,
257,,346,53,HFP,Podzolic,,,,,,,Ah,0,-5,5,S,2,5,0,MH,C,,,,1.31,10,4.74,2794,,2794,,,,,,,
258,,346,53,HFP,Podzolic,,,,,,,Bf,-5,-17,12,S,2,12,0,MH,C,,,,1.38,20,1.7,2252,,2252,,,,,,,
259,,346,53,HFP,Podzolic,,,,,,,Bm,-17,-43,26,S,2,26,0,MH,C,,,,1.19,20,1.7,4208,,4208,,,,,,,
260,SEE BEC FILE,626,54,HFP,Podzolic,50.05722046,121.2807007,HIGH,NA,NA,NA,L,13,12,1,NA,1,0,1,,,40,13,53,0.14,0,43.21,605,13555,605,13555,1,,,,,
261,,626,54,HFP,Podzolic,,,,,,,Fm,12,7,5,NA,1,0,5,,,,,,0.14,0,43.21,3025,,3025,,,,,,,
262,,626,54,HFP,Podzolic,,,,,,,H,7,0,7,NA,1,0,7,,,,,,0.14,0,36.65,3592,,3592,,,,,,,
263,,676,54,HFP,Podzolic,,,,,,,Ae,0,-3,3,SL,2,3,0,ESSF,M,,,,1.31,5,4.74,1770,,1770,,,,,,,
264,,676,54,HFP,Podzolic,,,,,,,Bfgj,-3,-30,27,SL,2,27,0,ESSF,M,,,,1.38,35,1.7,4117,,4117,,,,,,,
265,,676,54,HFP,Podzolic,,,,,,,BCg,-30,-40,10,LS,2,10,0,ESSF,M,,,,1.38,40,0.54,447,,447,,,,,,,
266,SEE BEC FILE,417,55,HFP,Podzolic,49.79928207,121.5392532,HIGH,NA,NA,NA,Lv,22,20,2,NA,1,0,2,,,22,22,44,0.14,0,43.21,1210,17407,1210,17407,1,,,,,
267,,417,55,HFP,Podzolic,,,,,,,Fm,20,13,7,NA,1,0,7,,,,,,0.14,0,43.21,4235,,4235,,,,,,,
268,,417,55,HFP,Podzolic,,,,,,,Hh,13,0,13,NA,1,0,13,,,,,,0.14,0,36.65,6670,,6670,,,,,,,
269,,464,55,HFP,Podzolic,,,,,,,Ah,0,-5,5,S,2,5,0,MH,C,,,,1.31,10,4.74,2794,,2794,,,,,,,
270,,464,55,HFP,Podzolic,,,,,,,Bf,-5,-13,8,LS,2,8,0,MH,C,,,,1.38,40,1.7,1126,,1126,,,,,,,
271,,464,55,HFP,Podzolic,,,,,,,Bfj,-13,-22,9,LS,2,9,0,MH,C,,,,1.38,35,1.7,1372,,1372,,,,,,,
272,SEE BEC FILE,627,56,HG,Gleysolic,50.05728912,121.2814026,HIGH,NA,NA,NA,LF,5,3,2,NA,1,0,2,,,35,5,40,0.08,0,42.07,673,15005,673,15005,1,,,,,
273,,627,56,HG,Gleysolic,,,,,,,H,3,0,3,NA,1,0,3,,,,,,0.21,0,35.51,2237,,2237,,,,,,,
274,,677,56,HG,Gleysolic,,,,,,,Om,0,-15,15,,2,15,0,ESSF,O,,,,0.12,0,42.07,7573,,7573,,,,,,,
275,,677,56,HG,Gleysolic,,,,,,,Ah,-15,-25,10,SI,2,10,0,ESSF,O,,,,1.01,0,3.85,3889,,3889,,,,,,,
276,,677,56,HG,Gleysolic,,,,,,,BCg,-25,-35,10,SI,2,10,0,ESSF,O,,,,1.44,0,0.44,634,,634,,,,,,,
277,SEE BEC FILE,753,57,DYB,Brunisolic,49.54788971,121.7913971,HIGH,NA,NA,NA,L,2.5,2,0.5,NA,1,0,0.5,,,60,2.5,62.5,0.16,0,37.4,299,8471,299,8471,1,,,,,
278,,753,57,DYB,Brunisolic,,,,,,,Fz,2,0.5,1.5,NA,1,0,1.5,,,,,,0.16,0,37.4,898,,898,,,,,,,
279,,753,57,DYB,Brunisolic,,,,,,,H,0.5,0,0.5,NA,1,0,0.5,,,,,,0.16,0,30.85,247,,247,,,,,,,
280,,812,57,DYB,Brunisolic,,,,,,,Ah,0,-2,2,SIL,2,2,0,CWH,C,,,,1.07,35,3.36,467,,467,,,,,,,
281,,812,57,DYB,Brunisolic,,,,,,,Bm1,-2,-22,20,SIL,2,20,0,CWH,C,,,,1.45,35,1.2,2262,,2262,,,,,,,
282,,812,57,DYB,Brunisolic,,,,,,,Bm2,-22,-60,38,SIL,2,38,0,CWH,C,,,,1.45,35,1.2,4298,,4298,,,,,,,
283,SEE BEC FILE,631,58,HG,Gleysolic,50.05968857,121.2828979,HIGH,NA,NA,NA,LF,5,4,1,NA,1,0,1,,,45,5,50,0.08,0,42.07,337,17966,337,17966,1,,,,,
284,,631,58,HG,Gleysolic,,,,,,,H,4,0,4,NA,1,0,4,,,,,,0.21,0,35.51,2983,,2983,,,,,,,
285,,681,58,HG,Gleysolic,,,,,,,Ah,0,-30,30,SI,2,30,0,ESSF,F,,,,1.01,0,3.85,11666,,11666,,,,,,,
286,,681,58,HG,Gleysolic,,,,,,,Bg,-30,-45,15,SI,2,15,0,ESSF,F,,,,1.44,0,1.38,2981,,2981,,,,,,,
287,,426,59,HFP,Podzolic,49.18455887,122.1598969,,,,,Ah,0,-1,1,,2,1,0,CWH,C,1,0,51,1.31,0,4.74,621,621,621,621,1,,,,,
288,,426,59,HFP,Podzolic,,,,,,,B,0,0,0,,2,0,0,CWH,C,,,,1.38,0,1.7,0,,0,,,,,,,
289,,426,59,HFP,Podzolic,,,,,,,B,0,0,0,,2,0,0,CWH,C,,,,1.38,0,1.7,0,,0,,,,,,,
290,SEE BEC FILE,630,60,DYB,Brunisolic,50.06380081,121.2846985,HIGH,NA,NA,NA,L,10,9,1,NA,1,0,1,,,50,10,60,0.16,0,37.4,598,11514,598,11514,1,,,,,
291,,630,60,DYB,Brunisolic,,,,,,,Fm,9,3,6,NA,1,0,6,,,,,,0.16,0,37.4,3590,,3590,,,,,,,
292,,630,60,DYB,Brunisolic,,,,,,,Hr,3,0,3,NA,1,0,3,,,,,,0.16,0,30.85,1481,,1481,,,,,,,
293,,680,60,DYB,Brunisolic,,,,,,,Ae,0,-2,2,SL,2,2,0,ESSF,M,,,,1.24,0,3.36,833,,833,,,,,,,
294,,680,60,DYB,Brunisolic,,,,,,,Bm,-2,-50,48,SL,2,48,0,ESSF,M,,,,1.45,40,1.2,5011,,5011,,,,,,,
295,SEE BEC FILE,628,61,HFP,Podzolic,50.06547928,121.2832031,HIGH,NA,NA,NA,L,4,3,1,NA,1,0,1,,,30,4,34,0.14,0,43.21,605,10840,605,10840,1,,,,,
296,,628,61,HFP,Podzolic,,,,,,,Fm,3,0,3,NA,1,0,3,,,,,,0.14,0,43.21,1815,,1815,,,,,,,
297,,678,61,HFP,Podzolic,,,,,,,Ae,0,-6,6,S,2,6,0,ESSF,M,,,,1.31,10,4.74,3353,,3353,,,,,,,
298,,678,61,HFP,Podzolic,,,,,,,Bf,-6,-30,24,LS,2,24,0,ESSF,M,,,,1.38,10,1.7,5067,,5067,,,,,,,
299,,678,61,HFP,Podzolic,,,,,,,R,-30,-30,0,,2,0,0,ESSF,M,,,,0,0,,0,,0,,,,,,,
300,SEE BEC FILE,629,62,R,Regosolic,50.06568909,121.2830963,HIGH,NA,NA,NA,LFm,2,0,2,NA,1,0,2,,,5,2,7,0.11,0,25.58,563,2297,563,2297,1,,,,,
301,,679,62,R,Regosolic,,,,,,,Ae,0,-2,2,S,2,2,0,ESSF,M,,,,0.97,30,7.94,1078,,1078,,,,,,,
302,,679,62,R,Regosolic,,,,,,,Bf,-2,-5,3,S,2,3,0,ESSF,M,,,,1.1,30,2.84,656,,656,,,,,,,
303,,679,62,R,Regosolic,,,,,,,R,-5,-5,0,,2,0,0,ESSF,M,,,,0,30,,0,,0,,,,,,,
304,,269,62,R,Regosolic,,,,,,,,0,0,0,LS,2,0,0,IDF,FG,,,,0,0,,0,,0,,,,,,,
305,SEE BEC FILE,656,63,DYB,Brunisolic,49.9262619,121.4358978,HIGH,NA,NA,NA,L,1,0,1,NA,1,0,1,,,6,1,7,0.16,0,37.4,598,2540,598,2540,1,,,,,
306,,706,63,DYB,Brunisolic,,,,,,,Ah,0,-6,6,L,2,6,0,IDF,C,,,,1.07,10,3.36,1941,,1941,,,,,,,
307,SEE BEC FILE,687,64,NA,NA,48,123.3666687,HIGH,NA,NA,NA,L,0.5,0,0.5,NA,1,0,0.5,,,57,0.5,57.5,0,0,,0,0,0,0,1,,,,,
308,,738,64,NA,NA,,,,,,,Ah,0,-23,23,s,2,23,0,CDF,WG,,,,0,50,,0,,0,,,,,,,
309,,738,64,NA,NA,,,,,,,Bm,-23,-46,23,s,2,23,0,CDF,WG,,,,0,40,,0,,0,,,,,,,
310,,738,64,NA,NA,,,,,,,BC,-46,-57,11,,2,11,0,CDF,WG,,,,0,0,,0,,0,,,,,,,
311,,738,64,NA,NA,,,,,,,BCx,-57,-57,0,,2,0,0,CDF,WG,,,,0,0,,0,,0,,,,,,,
312,,687,64,NA,NA,,,,,,,H,0,0,0,NA,1,0,0,,,,,,0,0,,0,,0,,,,,,,
313,,687,64,NA,NA,,,,,,,F,0,0,0,NA,1,0,0,,,,,,0,0,,0,,0,,,,,,,
314,SEE BEC FILE,655,65,EB,Brunisolic,49.93682861,121.4403,HIGH,NA,NA,NA,LFH,4,0,4,NA,1,0,4,,,57,4,61,0.16,0,37.4,2394,5282,2394,5282,1,,,,,
315,,705,65,EB,Brunisolic,,,,,,,Ahj,0,-1,1,L,2,1,0,IDF,C,,,,1.07,40,3.36,216,,216,,,,,,,
316,,705,65,EB,Brunisolic,,,,,,,Bm,-1,-31,30,L,2,30,0,IDF,C,,,,1.2,45,1.2,2376,,2376,,,,,,,
317,,705,65,EB,Brunisolic,,,,,,,BC,-31,-57,26,SL,2,26,0,IDF,C,,,,1.2,75,0.38,296,,296,,,,,,,
318,SEE BEC FILE,451,66,HFP,Podzolic,49.7471962,121.6514969,HIGH,NA,NA,NA,Lv,12,10,2,NA,1,0,2,,,30,12,42,0.14,0,43.21,1210,10879,1210,10879,1,,,,,
319,,451,66,HFP,Podzolic,,,,,,,Fa,10,4,6,NA,1,0,6,,,,,,0.14,0,43.21,3630,,3630,,,,,,,
320,,451,66,HFP,Podzolic,,,,,,,Hh,4,0,4,NA,1,0,4,,,,,,0.14,0,36.65,2052,,2052,,,,,,,
321,,499,66,HFP,Podzolic,,,,,,,Ae,0,-4,4,LS,2,4,0,MH,M,,,,1.31,50,4.74,1242,,1242,,,,,,,
322,,499,66,HFP,Podzolic,,,,,,,Bf,-4,-30,26,SL,2,26,0,MH,M,,,,1.38,55,1.7,2745,,2745,,,,,,,
323,SEE BEC FILE,674,67,MB,Brunisolic,49.95895386,121.475769,HIGH,NA,NA,NA,L,1,0,1,NA,1,0,1,,,6,1,7,0.16,0,37.4,598,1677,598,1677,1,,,,,
324,,724,67,MB,Brunisolic,,,,,,,Ah,0,-6,6,L,2,6,0,IDF,C,,,,1.07,50,3.36,1079,,1079,,,,,,,
325,SEE BEC FILE,675,68,HFP,Podzolic,49.96731186,121.4711914,HIGH,NA,NA,NA,H,3,0,3,NA,1,0,3,,,76,3,79,0.14,0,36.65,1539,14560,1539,14560,1,,,,,
326,,725,68,HFP,Podzolic,,,,,,,Bf,0,-23,23,L,2,23,0,IDF,M,,,,1.38,20,1.7,4317,,4317,,,,,,,
327,,725,68,HFP,Podzolic,,,,,,,Bm,-23,-60,37,SIL,2,37,0,IDF,M,,,,1.19,0,1.7,7485,,7485,,,,,,,
