Row,SOURCE,BEC Number,ID,GGROUP_EXP,ORDER_ONLY,LAT,LON,LATLON_Q,Elevation,Slope,Aspect,Horizon,UpperDepth,LowerDepth,DEPTH,Texture,HorizonType,MIN_D,FF_D,Zone,SurficialMaterialSurf,MINERAL_D,FF_D,TOTAL_D,BULK.DENSITY,CF,NEW.CCONC,CCONTENT,TOTAL_C,CCONTENT_1M,TOTAL_C_1M,next,,,,,
4238,,487,800,HFP,Podzolic,54.43455887,128.5518036,,,,,Fm,13,4,9,NA,1,0,9,,,,,,0.14,0,43.21,5444,,5444,,,,,,,
4239,,487,800,HFP,Podzolic,54.43455887,128.5518036,,,,,Hh,4,0,4,NA,1,0,4,,,,,,0.14,0,36.65,2052,,2052,,,,,,,
4240,,535,800,HFP,Podzolic,54.43455887,128.5518036,,,,,Bf,0,-12,12,SiCL,2,12,0,MH,M,,,,1.38,30,1.7,1971,,1971,,,,,,,
4241,,535,800,HFP,Podzolic,54.43455887,128.5518036,,,,,Bm,-12,-39,27,SL,2,27,0,MH,M,,,,1.19,25,1.7,4097,,4097,,,,,,,
4242,,535,800,HFP,Podzolic,54.43455887,128.5518036,,,,,Ccg,-39,-39,0,LS,2,0,0,MH,M,,,,1.63,15,0.55,0,,0,,,,,,,
4243,,289,801,HFP,Podzolic,54.43460846,128.5518951,,,,,L,14,13,1,NA,1,0,1,,,39,14,53,0.14,0,43.21,605,14169,605,14169,1,,,,,
4244,,289,801,HFP,Podzolic,54.43460846,128.5518951,,,,,Fm,13,4,9,NA,1,0,9,,,,,,0.14,0,43.21,5444,,5444,,,,,,,
4245,,289,801,HFP,Podzolic,54.43460846,128.5518951,,,,,Hh,4,0,4,NA,1,0,4,,,,,,0.14,0,36.65,2052,,2052,,,,,,,
4246,,317,801,HFP,Podzolic,54.43460846,128.5518951,,,,,Bf,0,-12,12,SiCL,2,12,0,MH,M,,,,1.38,30,1.7,1971,,1971,,,,,,,
4247,,317,801,HFP,Podzolic,54.43460846,128.5518951,,,,,Bm,-12,-39,27,SL,2,27,0,MH,M,,,,1.19,25,1.7,4097,,4097,,,,,,,
4248,,317,801,HFP,Podzolic,54.43460846,128.5518951,,,,,Ccg,-39,-39,0,LS,2,0,0,MH,M,,,,1.63,15,0.55,0,,0,,,,,,,
4249,,366,802,G,Gleysolic,54.92556,128.0630035,,,,,Oh,13,0,13,NA,1,0,13,,,27,13,40,0.34,0,35.51,15695,19183,15695,19183,1,,,,,
4250,,397,802,G,Gleysolic,54.92556,128.0630035,,,,,Bg,0,-27,27,SICL,2,27,0,MH,M,,,,1.56,40,1.38,3488,,3488,,,,,,,
4251,,367,803,HFP,Podzolic,54.92444992,128.0653076,,,,,L,5,4,1,NA,1,0,1,,,35,5,40,0.14,0,43.21,605,7837,605,7837,1,,,,,
4252,,367,803,HFP,Podzolic,54.92444992,128.0653076,,,,,Fm,4,2,2,NA,1,0,2,,,,,,0.14,0,43.21,1210,,1210,,,,,,,
4253,,367,803,HFP,Podzolic,54.92444992,128.0653076,,,,,Hr,2,0,2,NA,1,0,2,,,,,,0.14,0,36.65,1026,,1026,,,,,,,
4254,,398,803,HFP,Podzolic,54.92444992,128.0653076,,,,,Ae,0,-8,8,L,2,8,0,MH,M,,,,1.31,45,4.74,2732,,2732,,,,,,,
4255,,398,803,HFP,Podzolic,54.92444992,128.0653076,,,,,Bhf,-12,-8,4,L,2,4,0,MH,C,,,,0.87,45,1.7,325,,325,,,,,,,
4256,,398,803,HFP,Podzolic,54.92444992,128.0653076,,,,,Bf,-12,-25,13,L,2,13,0,MH,C,,,,1.38,45,1.7,1677,,1677,,,,,,,
4257,,398,803,HFP,Podzolic,54.92444992,128.0653076,,,,,BC,-25,-35,10,L,2,10,0,MH,C,,,,1.38,65,0.54,261,,261,,,,,,,
4258,,72,804,DYB,Brunisolic,54.53432846,128.4611969,,,,,F,0.5,0,0.5,NA,1,0,0.5,,,28,0.5,28.5,0.16,0,37.4,299,2529,299,2529,1,,,,,
4259,,85,804,DYB,Brunisolic,54.53432846,128.4611969,,,,,Ah,0,-5,5,SL,2,5,0,MH,C,,,,1.07,65,3.36,629,,629,,,,,,,
4260,,85,804,DYB,Brunisolic,54.53432846,128.4611969,,,,,Bm,-5,-28,23,LS,2,23,0,MH,C,,,,1.45,60,1.2,1601,,1601,,,,,,,
4261,,72,804,DYB,Brunisolic,54.53432846,128.4611969,,,,,L,0,0,0,NA,1,0,0,,,,,,0.16,0,37.4,0,,0,,,,,,,
4262,,321,805,DYB,Brunisolic,54.60219955,128.3988953,,,,,L,7,6,1,NA,1,0,1,,,52,7,59,0.16,0,37.4,598,7741,598,7741,1,,,,,
4263,,321,805,DYB,Brunisolic,54.60219955,128.3988953,,,,,Fm,6,0.5,5.5,NA,1,0,5.5,,,,,,0.16,0,37.4,3291,,3291,,,,,,,
4264,,321,805,DYB,Brunisolic,54.60219955,128.3988953,,,,,Hh,0.5,0,0.5,NA,1,0,0.5,,,,,,0.16,0,30.85,247,,247,,,,,,,
4265,,351,805,DYB,Brunisolic,54.60219955,128.3988953,,,,,Ae,0,-3,3,Si,2,3,0,MH,C,,,,1.24,0,3.36,1250,,1250,,,,,,,
4266,,351,805,DYB,Brunisolic,54.60219955,128.3988953,,,,,Bf,-3,-13,10,SiL,2,10,0,CWH,L,,,,1.03,0,1.2,1236,,1236,,,,,,,
4267,,351,805,DYB,Brunisolic,54.60219955,128.3988953,,,,,BC1,-13,-30,17,FSL,2,17,0,CWH,L,,,,1.45,0,0.38,937,,937,,,,,,,
4268,,351,805,DYB,Brunisolic,54.60219955,128.3988953,,,,,BCII,-30,-52,22,FSL,2,22,0,CWH,L,,,,1.45,85,0.38,182,,182,,,,,,,
4269,,318,806,HFP,Podzolic,54.60350037,128.3975983,,,,,L,8,7,1,NA,1,0,1,,,48,8,56,0.14,0,43.21,605,13479,605,13479,1,,,,,
4270,,318,806,HFP,Podzolic,54.60350037,128.3975983,,,,,Fm,7,1.5,5.5,NA,1,0,5.5,,,,,,0.14,0,43.21,3327,,3327,,,,,,,
4271,,318,806,HFP,Podzolic,54.60350037,128.3975983,,,,,Hh,1.5,0,1.5,NA,1,0,1.5,,,,,,0.14,0,36.65,770,,770,,,,,,,
4272,,348,806,HFP,Podzolic,54.60350037,128.3975983,,,,,Ae,0,-5,5,Si,2,5,0,CWH,M,,,,1.31,10,4.74,2794,,2794,,,,,,,
4273,,348,806,HFP,Podzolic,54.60350037,128.3975983,,,,,Bf,-5,-19,14,SiL,2,14,0,CWH,M,,,,1.38,25,1.7,2463,,2463,,,,,,,
4274,,348,806,HFP,Podzolic,54.60350037,128.3975983,,,,,Bm,-19,-48,29,SiL,2,29,0,CWH,M,,,,1.19,40,1.7,3520,,3520,,,,,,,
4275,,348,806,HFP,Podzolic,54.60350037,128.3975983,,,,,C,-49,-49,0,S,2,0,0,CWH,M,,,,1.63,85,0.55,0,,0,,,,,,,
4276,,228,807,FHP,Podzolic,53.68915176,129.3144989,,,,,Lv,12,10,2,NA,1,0,2,,,5,12,17,0.11,0,45.06,991,7177,991,7177,1,,,,,
4277,,228,807,FHP,Podzolic,53.68915176,129.3144989,,,,,Fm,10,4,6,NA,1,0,6,,,,,,0.11,0,45.06,2974,,2974,,,,,,,
4278,,228,807,FHP,Podzolic,53.68915176,129.3144989,,,,,Hr,4,0,4,NA,1,0,4,,,,,,0.11,0,38.51,1694,,1694,,,,,,,
4279,,241,807,FHP,Podzolic,53.68915176,129.3144989,,,,,Bhfj,0,-5,5,SIL,2,5,0,CWH,M,,,,0.86,10,3.92,1517,,1517,,,,,,,
4280,,241,807,FHP,Podzolic,53.68915176,129.3144989,,,,,R,-5,-5,0,,2,0,0,CWH,M,,,,0,0,,0,,0,,,,,,,
4281,,504,808,SB,Brunisolic,54.55931091,128.4526062,,,,,L,2,0,2,NA,1,0,2,,,48,2,50,0.16,0,37.4,1197,6337,1197,6337,1,,,,,
4282,,552,808,SB,Brunisolic,54.55931091,128.4526062,,,,,Ah,0,-9,9,SiL,2,9,0,CWH,M,,,,1.07,30,3.36,2265,,2265,,,,,,,
4283,,552,808,SB,Brunisolic,54.55931091,128.4526062,,,,,Bm1,-9,-17,8,SiL,2,8,0,CWH,M,,,,1.62,30,1.2,1089,,1089,,,,,,,
4284,,552,808,SB,Brunisolic,54.55931091,128.4526062,,,,,BC,-17,-21,4,S,2,4,0,CWH,M,,,,1.62,30,0.38,172,,172,,,,,,,
4285,,552,808,SB,Brunisolic,54.55931091,128.4526062,,,,,Bm2,-21,-24,3,FSL,2,3,0,CWH,M,,,,1.62,30,1.2,408,,408,,,,,,,
4286,,552,808,SB,Brunisolic,54.55931091,128.4526062,,,,,C1,-24,-36,12,S,2,12,0,CWH,M,,,,1.84,30,0.39,603,,603,,,,,,,
4287,,552,808,SB,Brunisolic,54.55931091,128.4526062,,,,,C2,-36,-48,12,FSL,2,12,0,CWH,M,,,,1.84,30,0.39,603,,603,,,,,,,
4288,,264,809,R,Regosolic,54.6867218,128.3414001,,,,,L,17,15,2,NA,1,0,2,,,61,17,78,0.11,0,25.58,563,23784,563,23784,1,,,,,
4289,,264,809,R,Regosolic,54.6867218,128.3414001,,,,,Fa,15,11,4,NA,1,0,4,,,,,,0.11,0,25.58,1126,,1126,,,,,,,
4290,,264,809,R,Regosolic,54.6867218,128.3414001,,,,,Hh,11,0,11,NA,1,0,11,,,,,,0.55,0,19.02,11507,,11507,,,,,,,
4291,,292,809,R,Regosolic,54.6867218,128.3414001,,,,,C1,0,-14,14,S,2,14,0,CWH,M,,,,1.1,95,0.92,71,,71,,,,,,,
4292,,292,809,R,Regosolic,54.6867218,128.3414001,,,,,Ahb,-14,-15,1,SiL,2,1,0,CWH,M,,,,0.97,0,7.94,770,,770,,,,,,,
4293,,292,809,R,Regosolic,54.6867218,128.3414001,,,,,C2,-15,-27,12,S,2,12,0,MH,O,,,,1.1,90,0.92,121,,121,,,,,,,
4294,,292,809,R,Regosolic,54.6867218,128.3414001,,,,,Bfh,-27,-37,10,SiL,2,10,0,MH,C,,,,1.1,15,2.84,2655,,2655,,,,,,,
4295,,292,809,R,Regosolic,54.6867218,128.3414001,,,,,Ahb,-37,-38,1,SL,2,1,0,MH,C,,,,0.97,0,7.94,770,,770,,,,,,,
4296,,292,809,R,Regosolic,54.6867218,128.3414001,,,,,BFh,-38,-60,22,SL,2,22,0,MH,C,,,,1.1,25,2.84,5155,,5155,,,,,,,
4297,,292,809,R,Regosolic,54.6867218,128.3414001,,,,,Hhb,-60,-61,1,,2,1,0,MH,C,,,,0.55,0,19.02,1046,,1046,,,,,,,
4298,,292,809,R,Regosolic,54.6867218,128.3414001,,,,,C3,-61,-61,0,S,2,0,0,CWH,C,,,,1.1,90,0.92,0,,0,,,,,,,
4299,,279,810,HFP,Podzolic,54.68257904,128.3479004,,,,,L,6.5,6,0.5,NA,1,0,0.5,,,55,6.5,61.5,0.14,0,43.21,302,11609,302,11609,1,,,,,
4300,,279,810,HFP,Podzolic,54.68257904,128.3479004,,,,,Fm,6,0.5,5.5,NA,1,0,5.5,,,,,,0.14,0,43.21,3327,,3327,,,,,,,
4301,,279,810,HFP,Podzolic,54.68257904,128.3479004,,,,,Hh,0.5,0,0.5,NA,1,0,0.5,,,,,,0.14,0,36.65,257,,257,,,,,,,
4302,,307,810,HFP,Podzolic,54.68257904,128.3479004,,,,,Ae,0,-4,4,SiL,2,4,0,CWH,C,,,,1.31,0,4.74,2484,,2484,,,,,,,
4303,,307,810,HFP,Podzolic,54.68257904,128.3479004,,,,,Bf,-4,-13,9,SiL,2,9,0,CWH,LG,,,,1.38,25,1.7,1584,,1584,,,,,,,
4304,,307,810,HFP,Podzolic,54.68257904,128.3479004,,,,,Bfj,-13,-27,14,SiL,2,14,0,CWH,LG,,,,1.38,30,1.7,2299,,2299,,,,,,,
4305,,307,810,HFP,Podzolic,54.68257904,128.3479004,,,,,BC,-27,-55,28,SL,2,28,0,CWH,LG,,,,1.38,35,0.54,1356,,1356,,,,,,,
4306,,110,811,DYB,Brunisolic,54.7126503,128.322998,,,,,L,7,6,1,NA,1,0,1,,,70,7,77,0.16,0,37.4,598,8670,598,8670,1,,,,,
4307,,110,811,DYB,Brunisolic,54.7126503,128.322998,,,,,Fa,6,4,2,NA,1,0,2,,,,,,0.16,0,37.4,1197,,1197,,,,,,,
4308,,110,811,DYB,Brunisolic,54.7126503,128.322998,,,,,Hh,4,0,4,NA,1,0,4,,,,,,0.16,0,30.85,1974,,1974,,,,,,,
4309,,123,811,DYB,Brunisolic,54.7126503,128.322998,,,,,Ahe,0,-3,3,SL,2,3,0,CWH,LG,,,,1.07,1,3.36,1068,,1068,,,,,,,
4310,,123,811,DYB,Brunisolic,54.7126503,128.322998,,,,,Bm,-3,-18,15,LS,2,15,0,CWH,M,,,,1.45,30,1.2,1827,,1827,,,,,,,
4311,,123,811,DYB,Brunisolic,54.7126503,128.322998,,,,,BCgj,-18,-70,52,LS,2,52,0,CWH,M,,,,1.45,30,0.38,2006,,2006,,,,,,,
4312,,54,812,HG,Gleysolic,54.58057022,128.4584961,,,,,Ln,2,0,2,NA,1,0,2,,,60,2,62,0.08,0,42.07,673,12476,673,12476,1,,,,,
4313,,67,812,HG,Gleysolic,54.58057022,128.4584961,,,,,Ah,0,-10,10,SIL,2,10,0,CWH,M,,,,1.01,30,3.85,2722,,2722,,,,,,,
4314,,67,812,HG,Gleysolic,54.58057022,128.4584961,,,,,Ahgj,-10,-20,10,SIL,2,10,0,CWH,M,,,,1.01,30,3.85,2722,,2722,,,,,,,
4315,,67,812,HG,Gleysolic,54.58057022,128.4584961,,,,,Bg,-20,-60,40,SIL,2,40,0,CWH,D,,,,1.44,20,1.38,6359,,6359,,,,,,,
4316,,54,812,HG,Gleysolic,54.58057022,128.4584961,,,,,Fz,0,0,0,NA,1,0,0,,,,,,0.12,0,42.07,0,,0,,,,,,,
4317,,111,813,MB,Brunisolic,54.5545311,128.4866943,,,,,Ln,4,1,3,NA,1,0,3,,,60,4,64,0.16,0,37.4,1795,6626,1795,6626,1,,,,,
4318,,111,813,MB,Brunisolic,54.5545311,128.4866943,,,,,Fz,1,0,1,NA,1,0,1,,,,,,0.16,0,37.4,598,,598,,,,,,,
4319,,124,813,MB,NA,54.5545311,128.4866943,,,,,Ah,0,-8,8,L,2,8,0,CWH,D,,,,0,20,,0,,0,,,,,,,
4320,,124,813,MB,Brunisolic,54.5545311,128.4866943,,,,,Bm,-8,-20,12,FSL,2,12,0,CWH,F,,,,1.43,0,1.2,2059,,2059,,,,,,,
4321,,124,813,MB,Brunisolic,54.5545311,128.4866943,,,,,BC,-20,-60,40,SL,2,40,0,CWH,F,,,,1.43,0,0.38,2174,,2174,,,,,,,
4322,,113,814,HFP,Podzolic,54.5483284,128.4954071,,,,,Ln,4,1,3,NA,1,0,3,,,60,4,64,0.14,0,43.21,1815,15254,1815,15254,1,,,,,
4323,,113,814,HFP,Podzolic,54.5483284,128.4954071,,,,,Fz,1,0,1,NA,1,0,1,,,,,,0.14,0,43.21,605,,605,,,,,,,
4324,,126,814,HFP,Podzolic,54.5483284,128.4954071,,,,,Ah,0,-3,3,FSL,2,3,0,CWH,F,,,,1.31,0,4.74,1863,,1863,,,,,,,
4325,,126,814,HFP,Podzolic,54.5483284,128.4954071,,,,,Bf,-3,-45,42,FSL,2,42,0,CWH,F,,,,1.38,0,1.7,9853,,9853,,,,,,,
4326,,126,814,HFP,Podzolic,54.5483284,128.4954071,,,,,B/C,-45,-60,15,FSL,2,15,0,CWH,F,,,,1.38,0,0.54,1118,,1118,,,,,,,
4327,,337,815,MB,Brunisolic,53.25336838,129.7949982,,,,,L,1,0,1,NA,1,0,1,,,20,1,21,0.16,0,37.4,598,2841,598,2841,1,,,,,
4328,,367,815,MB,Brunisolic,53.25336838,129.7949982,,,,,Ah,0,-15,15,L,2,15,0,CWH,F,,,,1.07,60,3.36,2157,,2157,,,,,,,
4329,,367,815,MB,Brunisolic,53.25336838,129.7949982,,,,,Bm,-15,-20,5,SL,2,5,0,CWH,F,,,,1.43,90,1.2,86,,86,,,,,,,
4330,,367,815,MB,Brunisolic,53.25336838,129.7949982,,,,,rock,0,0,0,,2,0,0,CWH,F,,,,0,0,,0,,0,,,,,,,
4331,,337,815,MB,Brunisolic,53.25336838,129.7949982,,,,,F,0,0,0,NA,1,0,0,,,,,,0.16,0,37.4,0,,0,,,,,,,
4332,,337,815,MB,Brunisolic,53.25336838,129.7949982,,,,,H,0,0,0,NA,1,0,0,,,,,,0.16,0,30.85,0,,0,,,,,,,
4333,,483,816,SB,Brunisolic,55.22410965,127.8291016,,,,,L,10,9,1,NA,1,0,1,,,47,10,57,0.16,0,37.4,598,10772,598,10772,1,,,,,
4334,,483,816,SB,Brunisolic,55.22410965,127.8291016,,,,,Fa,9,6,3,NA,1,0,3,,,,,,0.16,0,37.4,1795,,1795,,,,,,,
4335,,483,816,SB,Brunisolic,55.22410965,127.8291016,,,,,Hh,6,0,6,NA,1,0,6,,,,,,0.16,0,30.85,2962,,2962,,,,,,,
4336,,531,816,SB,Brunisolic,55.22410965,127.8291016,,,,,Ah,0,-10,10,FSL,2,10,0,CWH,F,,,,1.07,30,3.36,2517,,2517,,,,,,,
4337,,531,816,SB,Brunisolic,55.22410965,127.8291016,,,,,Bm1,-10,-18,8,SL,2,8,0,CWH,F,,,,1.62,60,1.2,622,,622,,,,,,,
4338,,531,816,SB,Brunisolic,55.22410965,127.8291016,,,,,Bm2,-18,-37,19,L,2,19,0,CWH,F,,,,1.62,50,1.2,1847,,1847,,,,,,,
4339,,531,816,SB,Brunisolic,55.22410965,127.8291016,,,,,BC,-37,-47,10,L,2,10,0,CWH,F,,,,1.62,30,0.38,431,,431,,,,,,,
4340,,500,817,HFP,Podzolic,54.44400024,128.6130981,,,,,L,10,8,2,NA,1,0,2,,,52,10,62,0.14,0,43.21,1210,13343,1210,13343,1,,,,,
4341,,500,817,HFP,Podzolic,54.44400024,128.6130981,,,,,F,8,3,5,NA,1,0,5,,,,,,0.14,0,43.21,3025,,3025,,,,,,,
4342,,500,817,HFP,Podzolic,54.44400024,128.6130981,,,,,H,3,0,3,NA,1,0,3,,,,,,0.14,0,36.65,1539,,1539,,,,,,,
4343,,548,817,HFP,Podzolic,54.44400024,128.6130981,,,,,Ae,0,-1,1,,2,1,0,CWH,F,,,,1.31,0,4.74,621,,621,,,,,,,
4344,,548,817,HFP,Podzolic,54.44400024,128.6130981,,,,,Bf1,-1,-6,5,FSL,2,5,0,CWH,F,,,,1.38,0,1.7,1173,,1173,,,,,,,
4345,,548,817,HFP,Podzolic,54.44400024,128.6130981,,,,,Bf2,-6,-20,14,SiL,2,14,0,CWH,F,,,,1.38,0,1.7,3284,,3284,,,,,,,
4346,,548,817,HFP,Podzolic,54.44400024,128.6130981,,,,,BCc,-20,-45,25,SiL,2,25,0,CWH,F,,,,1.38,0,0.54,1863,,1863,,,,,,,
4347,,548,817,HFP,Podzolic,54.44400024,128.6130981,,,,,Cc,-45,-52,7,L,2,7,0,CWH,F,,,,1.63,0,0.55,628,,628,,,,,,,
4348,,501,818,HFP,Podzolic,54.4466095,128.6165924,,,,,L,4,3,1,NA,1,0,1,,,46,4,50,0.14,0,43.21,605,10181,605,10181,1,,,,,
4349,,501,818,HFP,Podzolic,54.4466095,128.6165924,,,,,Fa,3,1,2,NA,1,0,2,,,,,,0.14,0,43.21,1210,,1210,,,,,,,
4350,,501,818,HFP,Podzolic,54.4466095,128.6165924,,,,,H,1,0,1,NA,1,0,1,,,,,,0.14,0,36.65,513,,513,,,,,,,
4351,,549,818,HFP,Podzolic,54.4466095,128.6165924,,,,,Ae,0,-1,1,,2,1,0,CWH,F,,,,1.31,0,4.74,621,,621,,,,,,,
4352,,549,818,HFP,Podzolic,54.4466095,128.6165924,,,,,Bf1,-1,-14,13,FSL,2,13,0,CWH,F,,,,1.38,0,1.7,3050,,3050,,,,,,,
4353,,549,818,HFP,Podzolic,54.4466095,128.6165924,,,,,Bf2,-14,-24,10,SiL,2,10,0,CWH,F,,,,1.38,0,1.7,2346,,2346,,,,,,,
4354,,549,818,HFP,Podzolic,54.4466095,128.6165924,,,,,BCc,-24,-33,9,L,2,9,0,CWH,F,,,,1.38,0,0.54,671,,671,,,,,,,
4355,,549,818,HFP,Podzolic,54.4466095,128.6165924,,,,,Cc,-33,-46,13,L,2,13,0,CWH,F,,,,1.63,0,0.55,1165,,1165,,,,,,,
4356,,66,819,HG,Gleysolic,54.44544983,128.6226044,,,,,L(S),10.5,9,1.5,NA,1,0,1.5,,,40,10.5,50.5,0.08,0,42.07,505,14609,505,14609,1,,,,,
4357,,66,819,HG,Gleysolic,54.44544983,128.6226044,,,,,Fa,9,2,7,NA,1,0,7,,,,,,0.12,0,42.07,3534,,3534,,,,,,,
4358,,66,819,HG,Gleysolic,54.44544983,128.6226044,,,,,Hh,2,0,2,NA,1,0,2,,,,,,0.21,0,35.51,1491,,1491,,,,,,,
4359,,79,819,HG,Gleysolic,54.44544983,128.6226044,,,,,Ah,0,-13,13,SIL,2,13,0,CWH,FG,,,,1.01,0,3.85,5055,,5055,,,,,,,
4360,,79,819,HG,Gleysolic,54.44544983,128.6226044,,,,,Bg,-13,-40,27,C,2,27,0,CWH,FG,,,,1.44,25,1.38,4024,,4024,,,,,,,
4361,,112,820,HFP,Podzolic,54.55606079,128.5148926,,,,,L,19,18,1,NA,1,0,1,,,55,19,74,0.14,0,43.21,605,23369,605,23369,1,,,,,
4362,,112,820,HFP,Podzolic,54.55606079,128.5148926,,,,,Fa,18,8,10,NA,1,0,10,,,,,,0.14,0,43.21,6049,,6049,,,,,,,
4363,,112,820,HFP,Podzolic,54.55606079,128.5148926,,,,,Hr,8,0,8,NA,1,0,8,,,,,,0.14,0,36.65,4105,,4105,,,,,,,
4364,,125,820,HFP,Podzolic,54.55606079,128.5148926,,,,,Ae,0,-2,2,SIL,2,2,0,CWH,FG,,,,1.31,0,4.74,1242,,1242,,,,,,,
4365,,125,820,HFP,Podzolic,54.55606079,128.5148926,,,,,Bf,-2,-22,20,SL,2,20,0,CWH,FG,,,,1.38,0,1.7,4692,,4692,,,,,,,
4366,,125,820,HFP,Podzolic,54.55606079,128.5148926,,,,,Bm,-22,-55,33,SIL,2,33,0,CWH,FG,,,,1.19,0,1.7,6676,,6676,,,,,,,
4367,,125,820,HFP,Podzolic,54.55606079,128.5148926,,,,,C,-55,-55,0,SL,2,0,0,CWH,FG,,,,1.63,10,0.55,0,,0,,,,,,,
4368,,65,821,GL,Gleysolic,54.44556046,128.6316986,,,,,L,17,16,1,NA,1,0,1,,,55,17,72,0.12,0,42.07,505,20764,505,20764,1,,,,,
4369,,65,821,GL,Gleysolic,54.44556046,128.6316986,,,,,Fa,16,2,14,NA,1,0,14,,,,,,0.12,0,42.07,7068,,7068,,,,,,,
4370,,65,821,GL,Gleysolic,54.44556046,128.6316986,,,,,Hh,2,0,2,NA,1,0,2,,,,,,0.21,0,35.51,1491,,1491,,,,,,,
4371,,78,821,GL,Gleysolic,54.44556046,128.6316986,,,,,Bm,0,-13,13,SIC,2,13,0,CWH,FG,,,,1.56,5,1.38,2659,,2659,,,,,,,
4372,,78,821,GL,Gleysolic,54.44556046,128.6316986,,,,,Btgj,-13,-55,42,C,2,42,0,CWH,FG,,,,1.56,0,1.38,9042,,9042,,,,,,,
4373,,394,822,DYB,Brunisolic,53.55160141,129.5278931,,,,,L,5,4,1,NA,1,0,1,,,50,5,55,0.16,0,37.4,598,16967,598,16967,1,,,,,
4374,,394,822,DYB,Brunisolic,53.55160141,129.5278931,,,,,Fm,4,1,3,NA,1,0,3,,,,,,0.16,0,37.4,1795,,1795,,,,,,,
4375,,394,822,DYB,Brunisolic,53.55160141,129.5278931,,,,,H,1,0,1,NA,1,0,1,,,,,,0.16,0,30.85,494,,494,,,,,,,
4376,,441,822,DYB,Brunisolic,53.55160141,129.5278931,,,,,Bm1,0,-13,13,SL,2,13,0,CWH,F,,,,1.45,0,1.2,2262,,2262,,,,,,,
4377,,441,822,DYB,Brunisolic,53.55160141,129.5278931,,,,,Bm2,-13,-21,8,S,2,8,0,CWH,F,,,,1.45,0,1.2,1392,,1392,,,,,,,
4378,,441,822,DYB,Brunisolic,53.55160141,129.5278931,,,,,Ahb,-21,-50,29,SL,2,29,0,CWH,F,,,,1.07,0,3.36,10426,,10426,,,,,,,
4379,,301,823,G,Gleysolic,55.22021866,127.8805008,,,,,Lv,9,7,2,NA,1,0,2,,,45,9,54,0.12,0,42.07,1010,13884,1010,13884,1,,,,,
4380,,301,823,G,Gleysolic,55.22021866,127.8805008,,,,,Fa,7,4,3,NA,1,0,3,,,,,,0.12,0,42.07,1515,,1515,,,,,,,
4381,,301,823,G,Gleysolic,55.22021866,127.8805008,,,,,Hr,4,0,4,NA,1,0,4,,,,,,0.21,0,35.51,2983,,2983,,,,,,,
4382,,330,823,G,Gleysolic,55.22021866,127.8805008,,,,,Ah,0,-9,9,SiL,2,9,0,CWH,F,,,,1.03,20,3.85,2855,,2855,,,,,,,
4383,,330,823,G,Gleysolic,55.22021866,127.8805008,,,,,Bgj,-9,-36,27,CL,2,27,0,CWH,F,,,,1.56,30,1.38,4069,,4069,,,,,,,
4384,,330,823,G,Gleysolic,55.22021866,127.8805008,,,,,Bg,-36,-45,9,FSL,2,9,0,CWH,F,,,,1.56,25,1.38,1453,,1453,,,,,,,
4385,,502,824,HFP,Podzolic,54.41667175,128.7104034,,,,,L,7,6,1,NA,1,0,1,,,423,7,430,0.14,0,43.21,605,11021,605,11021,1,,,,,
4386,,502,824,HFP,Podzolic,54.41667175,128.7104034,,,,,Fa,6,2,4,NA,1,0,4,,,,,,0.14,0,43.21,2420,,2420,,,,,,,
4387,,502,824,HFP,Podzolic,54.41667175,128.7104034,,,,,Hh,2,0,2,NA,1,0,2,,,,,,0.14,0,36.65,1026,,1026,,,,,,,
4388,,550,824,HFP,Podzolic,54.41667175,128.7104034,,,,,Bf,0,-12,12,LS,2,12,0,CWH,F,,,,1.38,70,1.7,845,,845,,,,,,,
4389,,550,824,HFP,Podzolic,54.41667175,128.7104034,,,,,BC,-12,-423,411,S,2,411,0,CWH,F,,,,1.38,80,0.54,6126,,6126,,,,,,,
4390,,503,825,HFP,Podzolic,54.41667175,128.710495,,,,,L,7,6,1,NA,1,0,1,,,423,7,430,0.14,0,43.21,605,11021,605,11021,1,,,,,
4391,,503,825,HFP,Podzolic,54.41667175,128.710495,,,,,Fa,6,2,4,NA,1,0,4,,,,,,0.14,0,43.21,2420,,2420,,,,,,,
4392,,503,825,HFP,Podzolic,54.41667175,128.710495,,,,,Hh,2,0,2,NA,1,0,2,,,,,,0.14,0,36.65,1026,,1026,,,,,,,
4393,,551,825,HFP,Podzolic,54.41667175,128.710495,,,,,Bf,0,-12,12,LS,2,12,0,CWH,F,,,,1.38,70,1.7,845,,845,,,,,,,
4394,,551,825,HFP,Podzolic,54.41667175,128.710495,,,,,BC,-12,-423,411,S,2,411,0,CWH,FG,,,,1.38,80,0.54,6126,,6126,,,,,,,
4395,,334,826,G,Gleysolic,52.07260895,131.0765991,,,,,L,28,27.5,0.5,NA,1,0,0.5,,,50,28,78,0.12,0,42.07,252,26990,252,26990,1,,,,,
4396,,334,826,G,Gleysolic,52.07260895,131.0765991,,,,,Fa,27.5,27,0.5,NA,1,0,0.5,,,,,,0.12,0,42.07,252,,252,,,,,,,
4397,,334,826,G,Gleysolic,52.07260895,131.0765991,,,,,H,27,0,27,NA,1,0,27,,,,,,0.21,0,35.51,20134,,20134,,,,,,,
4398,,364,826,G,Gleysolic,52.07260895,131.0765991,,,,,Bg,-2,-27,25,SIL,2,25,0,CWH,FG,,,,1.56,35,1.38,3498,,3498,,,,,,,
